Company Name,Company url,ROP,Title,TN,Meta,MN,LVTN,LVDN,Links,Word,DCNAIH,RatioWL,External,Internal,We,Et,RV
eaton,eaton.com,1,1,1,1,1,55,5,122,0,1,0,0,0,0,0,1
ebay,ebay.com,1,1,1,1,1,49,4,242,1014,1,4.190082645,82,145,12.36585366,0.3388429752,1
ecolab,ecolab.com,1,1,1,1,1,55,4,85,0,1,0,0,0,0,0,1
edf,edfenergy.com,1,1,1,1,1,50,10,169,0,1,0,25,145,0,0.1479289941,1
education nationale,education.gouv.fr,1,0,0,1,0.5,20,10,106,891,1,8.405660377,32,70,27.84375,0.3018867925,1
edward jones,edwardjones.com,1,1,1,1,1,12,7,25,0,1,0,0,0,0,0,1
electrolux,electroluxappliances.com,1,1,1,0,0,2,14,95,21,1,0.2210526316,0,0,0,0,1
eli lilly and company,lilly.com,1,1,0.25,0,0,37,14,0,0,1,0,0,0,0,0,1
emerson automation solutions,emerson.com,1,0,0,0,0,22,18,28,0,0,0,0,0,0,0,1
emirates,emirates.com,1,1,1,3,3,58,4,228,0,1,0,19,205,0,0.08333333333,1
eni,eni.com,1,2,2,2,2,22,5,96,0,1,0,15,72,0,0.15625,1
enterprise holdings,enterpriseholdings.com,1,1,0.5,1,0.5,3,5,34,0,1,0,0,0,0,0,1
enterprise rent-a-car,enterprise.com,1,1,0.5,0,0,41,11,152,0,1,0,44,65,0,0.2894736842,1
epam systems,epam.com,1,0,0,0,0,51,8,251,0,0,0,0,0,0,0,1
ericsson,ericsson.com,1,1,1,1,1,44,5,92,0,1,0,0,0,0,0,1
escola,bbc.com hindi international-57070862,1,0,0,0,0,34,35,172,0,0,0,0,0,0,0,0
eskom,eskom.co.za,1,1,1,1,1,5,6,0,0,1,0,0,0,0,0,1
etisalat,etisalat.ae,1,1,1,2,2,54,3,126,1854,1,14.71428571,18,88,103,0.1428571429,1
european commission,ec.europa.eu,1,1,0.5,1,0.5,19,17,24,30,1,1.25,24,0,1.25,1,0
everis,everis.com,1,1,1,2,2,22,5,45,0,1,0,0,0,0,0,1
"expedia, inc.",expediagroup.com,1,0,0,1,0.5,7,8,33,329,1,9.96969697,0,0,0,0,1
exxonmobil,corporate.exxonmobil.com,1,1,1,2,2,3,14,0,0,1,0,0,0,0,0,1
ey,ey.com,1,1,1,3,3,44,5,64,0,1,0,6,63,0,0.09375,1
faa,faa.gov,1,0,0,0,0,28,4,219,1382,0,6.310502283,24,146,57.58333333,0.1095890411,1
facebook,hi-in.facebook.com,1,1,1,3,3,25,10,0,0,1,0,0,0,0,0,0
fairfax county public schools,fcps.edu,1,1,0.25,0,0,31,26,889,4297,1,4.83352081,22,832,195.3181818,0.02474690664,1
farmers insurance,farmers.com,1,1,0.5,1,0.5,42,10,74,0,1,0,0,0,0,0,1
faurecia,http://faurecia.com,1,1,1,3,3,42,12,0,0,1,0,0,0,0,0,1
fca fiat chrysler automobiles,fcagroup.com,1,0,0,0,0,28,24,0,0,0,0,5,53,0,0,1
fedex,fedex.com,1,1,1,5,5,39,5,270,0,1,0,4,269,0,0.01481481481,1
fedex express,fedex.com,1,0,0,1,0.5,52,8,270,0,1,0,4,269,0,0.01481481481,1
fedex ground,fedex.com,1,1,0.5,1,0.5,10,6,270,0,1,0,4,269,0,0.01481481481,1
fidelity investments,fidelity.com,1,1,0.5,2,1,46,12,6,0,1,0,1,6,0,0.1666666667,1
fifth third bank,53.com,1,1,0.3333333333,0,0,20,17,173,1710,1,9.884393064,0,0,0,0,1
first data corporation,merchants.fiserv.com,1,0,0,0,0,49,19,0,62,0,0,0,0,0,0,1
fis,fisglobal.com,1,1,1,1,1,57,10,111,0,1,0,13,102,0,0.1171171171,1
fiserv,fiserv.com,1,1,1,1,1,51,4,99,559,1,5.646464646,7,94,79.85714286,0.07070707071,1
flextronics,flex.com,1,0,0,1,1,52,7,128,0,1,0,21,110,0,0.1640625,1
fluor corporation,fluor.com,1,0,0,0,0,45,11,19,57,0,3,6,14,9.5,0.3157894737,1
fnb south africa,fnb.co.za,1,0,0,0,0,24,12,211,1032,0,4.890995261,16,184,64.5,0.07582938389,1
ford motor company,ford.com,1,0,0,0,0,51,12,251,20,0,0.0796812749,0,0,0,0,1
forza silicon,forzasilicon.com,1,1,0.5,0,0,3,5,57,388,1,6.807017544,6,52,64.66666667,0.1052631579,1
four seasons hotels and resorts,fourseasons.com,1,1,0.2,1,0.2,30,20,61,0,1,0,14,44,0,0.2295081967,1
foxconn,hi.wikipedia.org wiki फॉक्सकोन्न,1,0,0,1,1,22,32,45,0,1,0,0,0,0,0,0
free lance,freelancer.com,1,0,0,0,0,48,6,183,409,0,2.234972678,8,88,51.125,0.04371584699,1
fresenius medical care,freseniusmedicalcare.com,1,1,0.3333333333,1,0.3333333333,32,7,424,1045,1,2.464622642,6,175,174.1666667,0.0141509434,1
fresher,freshersworld.com,1,1,1,2,2,56,10,240,8750,1,36.45833333,81,723,108.0246914,0.3375,1
fujitsu,fujitsu.com,1,2,2,4,4,50,5,213,0,1,0,11,237,0,0.05164319249,1
g4s,g4s.com,1,1,1,1,1,8,4,129,1760,1,13.64341085,0,0,0,0,1
ge,ge.com,1,2,2,2,2,52,4,123,3413,1,27.74796748,28,112,121.8928571,0.2276422764,1
ge aviation,geaviation.com,1,1,0.5,1,0.5,8,5,22,621,1,28.22727273,33,90,18.81818182,1.5,1
ge capital,gecapital.com,1,2,1,1,0.5,20,5,14,255,1,18.21428571,15,7,17,1.071428571,1
ge healthcare,gehealthcare.com,1,2,1,2,1,41,5,129,0,1,0,0,0,0,0,1
ge power,ge.com,1,1,0.5,1,0.5,21,6,150,3413,1,22.75333333,28,112,121.8928571,0.1866666667,1
geen,hi.wikipedia.org wiki जीन,1,0,0,0,0,15,25,81,0,0,0,0,0,0,0,0
geico,geico.com,1,1,1,1,1,46,4,73,2108,1,28.87671233,0,0,0,0,1
genentech,gene.com,1,1,1,0,0,2,5,86,0,1,0,7,76,0,0.08139534884,1
general dynamics information technology,gdit.com,1,0,0,1,0.25,34,34,6,0,1,0,6,51,0,1,1
general mills,generalmills.com,1,1,0.5,1,0.5,46,5,260,0,1,0,41,45,0,0.1576923077,1
general motors,gm.com,1,1,0.5,1,0.5,43,12,0,0,1,0,2,3,0,0,1
generali,generali.com,1,1,1,2,2,6,4,0,0,1,0,7,253,0,0,1
generalitat de catalunya,web.gencat.cat,1,0,0,1,0.3333333333,17,18,0,0,1,0,0,0,0,0,0
genpact,genpact.com,1,1,1,3,3,30,4,122,515,1,4.221311475,7,107,73.57142857,0.05737704918,1
goldman sachs,goldmansachs.com,1,1,0.5,1,0.5,3,5,26,0,1,0,19,31,0,0.7307692308,1
google,google.co.in,1,0,0,3,3,7,7,0,0,1,0,0,0,0,0,1
government of maharashtra,maharashtra.gov.in,1,1,0.3333333333,0,0,38,21,91,0,1,0,46,47,0,0.5054945055,1
governo do estado de são paulo,saopaulo.sp.gov.br,1,1,0.1666666667,0,0,9,28,56,0,1,0,0,0,0,0,1
govt. of india,india.gov.in,1,0,0,0,0,15,12,135,1121,0,8.303703704,33,98,33.96969697,0.2444444444,1
grant thornton llp,grantthornton.in,1,0,0,0,0,48,6,50,0,0,0,9,43,0,0.18,1
gsk,gsk.com,1,1,1,0,0,8,4,297,0,1,0,0,0,0,0,1
h&m,hm.com,1,1,1,1,1,46,5,89,0,1,0,0,2,0,0,1
h&r block,hrblock.com,1,1,0.5,2,1,36,6,74,0,1,0,18,52,0,0.2432432432,1
halliburton,halliburton.com,1,1,1,1,1,2,4,206,1496,1,7.262135922,13,195,115.0769231,0.06310679612,1
harvard university,harvard.edu,1,1,0.5,1,0.5,3,11,161,0,1,0,110,49,0,0.6832298137,1
hays,hays.com,1,1,1,3,3,61,4,91,391,1,4.296703297,40,40,9.775,0.4395604396,1
hca,hycricket.org,1,0,0,1,1,32,11,0,0,1,0,0,0,0,0,1
hcl infosystems ltd,hclinfosystems.in,1,0,0,0,0,9,5,272,0,0,0,0,0,0,0,1
hcl technologies,hcltech.com,1,1,0.5,0,0,51,9,210,2086,1,9.933333333,28,178,74.5,0.1333333333,1
hdfc bank,hdfcbank.com,1,1,0.5,1,0.5,44,5,284,0,1,0,47,217,0,0.1654929577,1
health service executive,hse.ie,1,0,0,0,0,21,19,284,0,0,0,0,0,0,0,1
heineken,heineken.com,1,2,2,1,1,39,5,1,0,1,0,0,0,0,0,1
henkel,henkel.com,1,1,1,1,1,2,4,199,1519,1,7.633165829,13,186,116.8461538,0.06532663317,1
herbalife,myherbalife.com,1,1,1,1,1,7,6,16,575,1,35.9375,13,4,44.23076923,0.8125,1
hewlett-packard,hpe.com,1,0,0,0,0,19,12,115,0,0,0,0,0,0,0,1
hilton worldwide,hilton.com,1,0,0,0,0,32,9,50,0,0,0,0,0,0,0,1
home depot,homedepot.com,1,1,0.5,0,0,6,5,143,0,1,0,0,0,0,0,1
honeywell,honeywell.com,1,1,0,1,0,9,6,94,0,1,0,10,85,0,0.1063829787,1
hospital universitario josep trueta,icsgirona.cat,1,0,0,0,0,20,31,41,253,0,6.170731707,0,0,0,0,0
hôtel,en.wikipedia.org,1,0,0,2,2,13,16,0,0,1,0,0,0,0,0,0
hp,hp.com,1,2,2,4,4,36,4,205,1946,1,9.492682927,163,39,11.93865031,0.7951219512,1
hsbc,hsbc.co.in,1,1,1,1,1,56,6,166,1972,1,11.87951807,14,145,140.8571429,0.0843373494,1
hsbc global banking and markets,hsbcnet.com,1,0,0,1,0.2,18,26,33,570,1,17.27272727,20,15,28.5,0.6060606061,1
huawei technologies,huawei.com,1,0,0,0,0,12,11,178,0,0,0,106,67,0,0.595505618,1
humana,humana.com,1,1,1,6,6,56,4,0,1504,1,0,0,0,0,0,1
hyatt hotels corporation,hyatt.com,1,0,0,0,0,50,18,0,0,0,0,0,0,0,0,1
ibm,ibm.com,1,1,1,4,4,17,4,45,477,1,10.6,6,38,79.5,0.1333333333,1
icici bank,icicibank.com,1,1,0.5,1,0.5,50,5,875,6642,1,7.590857143,35,259,189.7714286,0.04,1
idea cellular ltd,myvi.in,1,0,0,0,0,48,18,92,1123,0,12.20652174,21,73,53.47619048,0.2282608696,1
idol image consulting,linkedin.com,1,1,0.3333333333,1,0.3333333333,13,17,108,0,1,0,11,97,0,0.1018518519,0
ikea group,inter.ikea.com,1,1,0.5,1,0.5,11,12,24,321,1,13.375,9,19,35.66666667,0.375,1
imss,http://imss.gob.mx,1,1,1,1,1,16,14,0,0,1,0,0,0,0,0,1
independent,independent.co.uk,1,1,1,1,1,46,6,301,840,1,2.790697674,15,299,56,0.04983388704,1
independiente,en.wikipedia.org,1,1,1,1,1,25,13,0,1695,1,0,0,0,0,0,0
indian oil corporation limited,iocl.com,1,0,0,0,0,27,25,202,7642,0,37.83168317,19,199,402.2105263,0.09405940594,1
indian railways,http://indianrail.gov.in,1,0,0,1,0.5,41,15,0,0,1,0,0,0,0,0,1
indite technologies,inditetechnologies.com,1,1,0.5,0,0,37,5,6,207,1,34.5,0,0,0,0,1
inditex,inditex.com,1,1,1,2,2,11,4,106,171,1,1.613207547,0,0,0,0,1
indra,hi.wikipedia.org wiki इन्द्र,1,0,0,0,0,18,26,0,711,0,0,0,0,0,0,0
infosys,infosys.com,1,1,1,3,3,52,4,193,1146,1,5.937823834,22,153,52.09090909,0.1139896373,1
ing,ing.com,1,2,2,2,2,30,4,0,0,1,0,0,0,0,0,1
ingram micro,ingrammicro.com,1,1,0.5,1,0.5,52,5,60,6,1,0.1,17,47,0.3529411765,0.2833333333,1
inps,inps.it,1,1,1,0,0,10,3,141,1366,1,9.687943262,11,38,124.1818182,0.0780141844,1
insidesecure,insidesecure.com,1,0,0,0,0,4,4,8,55,0,6.875,6,0,9.166666667,0.75,1
intel corporation,intel.com,1,0,0,0,0,41,11,70,661,0,9.442857143,36,37,18.36111111,0.5142857143,1
intercontinental hotels group (ihg®),ihgplc.com,1,0,0,0,0,11,33,112,580,0,5.178571429,15,99,38.66666667,0.1339285714,1
international mission of mercy (imm),linkedin.com company international-missi,1,1,0.2,0,0,16,34,108,0,1,0,0,0,0,0,0
international paper,http://internationalpaper.com,1,1,0.5,1,0.5,27,12,0,8,1,0,0,0,0,0,1
intertek,intertek.com,1,1,1,1,1,2,4,0,1462,1,0,0,0,0,0,1
intesa sanpaolo,intesasanpaolo.com,1,1,0.5,0,0,41,5,131,0,1,0,26,110,0,0.1984732824,1
iqvia,iqvia.com,1,1,1,1,1,51,4,159,722,1,4.540880503,9,151,80.22222222,0.05660377358,1
itaú unibanco,itau.com.br,1,0,0,1,0.5,19,10,100,1343,1,13.43,23,70,58.39130435,0.23,1
j.p. morgan,jpmorgan.com,1,1,0.5,0,0,21,7,124,714,1,5.758064516,0,0,0,0,1
jabil,jabil.com,1,1,1,1,1,29,4,80,759,1,9.4875,12,68,63.25,0.15,1
jacobs,jacobs.com,1,2,2,1,1,20,4,43,968,1,22.51162791,11,32,88,0.2558139535,1
jaguar land rover,jaguarlandrover.com,1,0,0,4,1.333333333,18,6,69,915,1,13.26086957,0,0,0,0,1
jcpenney,m.jcpenney.com,1,1,1,0,0,46,6,0,0,1,0,0,0,0,0,1
jll,jll.co.in,1,1,1,2,2,55,6,133,1453,1,10.92481203,55,78,26.41818182,0.4135338346,1
john deere,deere.com,1,1,0.5,2,1,38,10,205,0,1,0,26,177,0,0.1268292683,1
johnson & johnson,jnj.com,1,1,0.3333333333,3,1,14,14,137,2211,1,16.13868613,64,74,34.546875,0.4671532847,1
johnson controls,johnsoncontrols.com,1,1,0.5,1,0.5,3,5,179,0,1,0,0,0,0,0,1
jpmorgan chase & co.,jpmorganchase.com,1,1,0.25,0,0,6,6,111,0,1,0,0,0,0,0,1
junta de andalucía,juntadeandalucia.es,1,1,0.3333333333,1,0.3333333333,3,6,0,1286,1,0,9,248,142.8888889,0,1
kaiser permanente,healthy.kaiserpermanente.org,1,1,0.5,0,0,38,13,0,0,1,0,0,0,0,0,1
"kbr, inc.",kbr.com,1,0,0,0,0,15,6,149,0,0,0,0,0,0,0,1
"keller williams realty, inc.",kw.com,1,0,0,1,0.25,10,26,28,111,1,3.964285714,0,0,0,0,1
kellogg company,kelloggcompany.com,1,1,0.5,1,0.5,43,6,74,0,1,0,0,0,0,0,1
kelly services,persolkelly.co.in,1,1,0.5,0,0,2,14,69,444,1,6.434782609,0,0,0,0,1
kimberly-clark,kimberly-clark.com,1,1,1,2,2,3,5,0,0,1,0,0,0,0,0,1
klm,klm.com,1,1,1,2,2,55,4,16,0,1,0,0,0,0,0,1
kohl's department stores,kohls.com,1,0,0,0,0,48,19,123,21,0,0.1707317073,0,0,0,0,1
korea facilitators association,b2b.getemail.io,1,1,0.3333333333,1,0.3333333333,31,25,0,0,1,0,0,0,0,0,1
kotak mahindra bank,kotak.com,1,1,0.3333333333,0,0,44,13,198,0,1,0,35,159,0,0.1767676768,1
kpmg,home.kpmg,1,2,2,2,2,31,6,44,0,1,0,8,38,0,0.1818181818,1
kpn,en.wikipedia.org,1,1,1,0,0,13,15,0,0,1,0,0,0,0,0,0
kroger,kroger.com,1,1,1,0,0,54,4,83,20,1,0.2409638554,0,0,0,0,1
kuehne + nagel,home.kuehne-nagel.com,1,0,0,0,0,25,12,0,0,0,0,0,0,0,0,1
l-3 communications,l3harris.com,1,0,0,0,0,21,15,22,503,0,22.86363636,0,0,0,0,1
l'oréal,loreal.com,1,1,1,1,1,59,7,176,0,1,0,14,163,0,0.07954545455,1
l&t infotech,lntinfotech.com,1,0,0,0,0,22,6,103,78,0,0.7572815534,11,91,7.090909091,0.1067961165,1
lafargeholcim,lafargeholcim.com,1,1,1,1,1,41,4,84,1605,1,19.10714286,20,63,80.25,0.2380952381,1
larsen & toubro,larsentoubro.com,1,1,0.3333333333,0,0,12,7,81,1438,1,17.75308642,51,32,28.19607843,0.6296296296,1
lavoratore indipendente,statistica.regione.emilia-romagna.it metadati glossario,1,1,0.5,0,0,13,47,0,0,1,0,0,0,0,0,0
le groupe la poste,groupelaposte.com,1,1,0.25,2,0.5,40,10,70,0,1,0,0,0,0,0,1
lear corporation,lear.com,1,1,0.5,0,0,34,11,35,875,1,25,7,27,125,0.2,1
leidos,leidos.com,1,1,1,2,2,57,4,293,2309,1,7.880546075,0,0,0,0,1
lenovo,lenovo.com,1,1,1,3,3,59,5,310,0,1,0,0,0,0,0,1
leonardo,hi.wikipedia.org wiki लियोनार्डो_डि,1,0,0,1,1,24,33,0,0,1,0,0,0,0,0,0
leroy merlin,leroymerlin.com,1,2,1,2,1,43,5,13,53,1,4.076923077,11,2,4.818181818,0.8461538462,1
lg electronics,lg.com,1,0,0,0,0,44,10,212,0,0,0,11,181,0,0.05188679245,1
liberty mutual insurance,libertymutual.com,1,0,0,0,0,41,11,74,20,0,0.2702702703,0,0,0,0,1
lic,licindia.in,1,0,0,0,0,39,8,126,600,0,4.761904762,33,93,18.18181818,0.2619047619,1
lifespan,lifespan.org,1,1,1,4,4,44,4,109,1315,1,12.06422018,12,90,109.5833333,0.1100917431,1
linkedin,linkedin.com,1,1,1,0,0,19,4,108,506,1,4.685185185,11,97,46,0.1018518519,0
lloyds banking group,lloydsbankinggroup.com,1,1,0.3333333333,1,0.3333333333,13,6,125,1361,1,10.888,11,111,123.7272727,0.088,1
lockheed martin,lockheedmartin.com,1,2,1,3,1.5,31,5,143,700,1,4.895104895,32,110,21.875,0.2237762238,1
los angeles unified school district,achieve.lausd.net,1,1,0.2,0,0,15,30,0,0,1,0,0,0,0,0,1
"lowe's companies, inc.",lowes.com,1,0,0,0,0,15,15,52,277,0,5.326923077,0,0,0,0,1
m&t bank,www3.mtb.com,1,1,0.5,1,0.5,55,11,0,0,1,0,0,0,0,0,1
machine vibration engineers,in.linkedin.com,1,1,0.3333333333,1,0.3333333333,48,21,0,0,1,0,0,0,0,0,0
macquarie group,macquarie.com,1,1,0.5,0,0,37,6,101,595,1,5.891089109,13,86,45.76923077,0.1287128713,1
macy's,macys.com,1,1,1,2,2,58,5,573,18,1,0.03141361257,0,0,0,0,1
magna international,magna.com,1,1,0.5,0,0,3,14,87,461,1,5.298850575,8,79,57.625,0.09195402299,1
mahindra satyam,en.wikipedia.org,1,1,0.5,1,0.5,13,15,0,0,1,0,0,0,0,0,0
manpowergroup,manpowergroup.com,1,1,1,1,1,8,4,107,951,1,8.887850467,0,0,0,0,1
manulife,manulife.ca,1,1,1,1,1,43,3,445,0,1,0,7,450,0,0.01573033708,1
mapfre,linkedin.com,1,1,1,2,2,16,13,108,0,1,0,11,97,0,0.1018518519,0
marks and spencer,marksandspencer.com,1,0,0,0,0,16,6,845,3313,0,3.920710059,34,526,97.44117647,0.04023668639,1
marriott international,marriott.com,1,0,0,1,0.5,53,14,125,697,1,5.576,59,70,11.81355932,0.472,1
mars,mars.nasa.gov,1,1,1,3,3,27,9,0,0,1,0,0,0,0,0,1
marsh,marsh.com,1,1,1,1,1,50,4,91,170,1,1.868131868,38,54,4.473684211,0.4175824176,1
mary kay cosmetics,marykay.com,1,0,0,0,0,15,9,42,376,0,8.952380952,0,0,0,0,1
mary kay inc.,marykay.com,1,0,0,0,0,15,6,40,376,0,9.4,0,0,0,0,1
massachusetts general hospital,massgeneral.org,1,1,0.3333333333,0,0,4,19,118,1167,1,9.889830508,16,100,72.9375,0.1355932203,1
massachusetts institute of technology (mit),mit.edu,1,0,0,0,0,16,40,36,383,0,10.63888889,20,17,19.15,0.5555555556,1
mastercard,mastercard.us,1,1,1,3,3,48,4,0,0,1,0,0,1,0,0,1
mayo clinic,mayoclinic.org,1,2,1,1,0.5,15,5,208,1536,1,7.384615385,107,76,14.35514019,0.5144230769,1
mcdonald's corporation,corporate.mcdonalds.com,1,1,0.5,1,0.5,4,20,0,0,1,0,0,0,0,0,1
mckesson,mckesson.com,1,1,1,0,0,54,4,130,1016,1,7.815384615,0,0,0,0,1
mckinsey & company,mckinsey.com,1,1,0.3333333333,1,0.3333333333,33,8,203,1424,1,7.014778325,8,200,178,0.039408867,1
me,en.wikipedia.org,1,1,1,1,1,13,16,0,0,1,0,0,0,0,0,0
me stesso,dictionary.cambridge.org,1,1,0.5,1,0.5,50,23,84,0,1,0,0,0,0,0,0
medtronic,medtronic.com,1,1,1,1,1,49,4,104,812,1,7.807692308,22,83,36.90909091,0.2115384615,1
mercer,mercer.com,1,1,1,3,3,22,4,121,1093,1,9.033057851,46,76,23.76086957,0.3801652893,1
merck,merck.com,1,1,1,1,1,7,4,92,1495,1,16.25,37,59,40.40540541,0.402173913,1
merrill lynch,ml.com,1,1,0.5,1,0.5,48,11,50,808,1,16.16,0,0,0,0,1
metlife,pnbmetlife.com,1,1,1,2,2,51,7,240,2825,1,11.77083333,75,153,37.66666667,0.3125,1
mi casa,micasacollective.com,1,1,0.5,1,0.5,51,15,98,4,1,0.04081632653,12,100,0.3333333333,0.1224489796,1
miami-dade county public schools,http://dadeschools.net,1,1,0.25,0,0,6,26,0,0,1,0,0,0,0,0,1
michelin,michelin.com,1,1,1,1,1,37,5,99,0,1,0,6,91,0,0.06060606061,1
michigan state university,msu.edu,1,1,0.3333333333,1,0.3333333333,4,22,126,1230,1,9.761904762,119,6,10.33613445,0.9444444444,1
microsoft,microsoft.com,1,1,1,1,1,21,4,96,642,1,6.6875,35,54,18.34285714,0.3645833333,1
mid managing international diffusion,rocketreach.co,1,1,0.25,2,0.5,31,32,47,0,1,0,12,32,0,0.2553191489,1
ministerie van defensie,defensie.nl,1,1,0.3333333333,0,0,15,18,42,269,1,6.404761905,6,37,44.83333333,0.1428571429,1
ministerio de educación,educacion.gob.ec,1,1,0.3333333333,1,0.3333333333,42,21,0,3219,1,0,0,0,0,0,1
"ministero istruzione, universita' e ricerca",miur.gov.it,1,0,0,0,0,41,37,191,1128,0,5.905759162,45,127,25.06666667,0.2356020942,1
ministry of education,http://education.gov.in,1,1,0.3333333333,0,0,21,18,286,1857,1,6.493006993,0,0,0,0,1
mondelēz international,mondelezinternational.com,1,1,0.5,1,0.5,14,6,174,876,1,5.034482759,51,120,17.17647059,0.2931034483,1
monsanto company,monsanto.com,1,1,0.5,0,0,3,6,165,3686,1,22.33939394,0,0,0,0,1
morgan stanley,morganstanley.com,1,1,0.5,2,1,39,5,83,2197,1,26.46987952,11,65,199.7272727,0.1325301205,1
motorola,motorola.com,1,1,1,3,3,47,5,54,0,1,0,0,0,0,0,1
mphasis,mphasis.com,1,1,1,1,1,57,4,161,1092,1,6.782608696,17,128,64.23529412,0.1055900621,1
msd,msd.com,1,1,1,1,1,9,4,132,1059,1,8.022727273,85,50,12.45882353,0.6439393939,1
my home,myhomeconstructions.com,1,1,0.5,5,2.5,51,18,59,740,1,12.54237288,0,0,0,0,1
my own business,scu.edu,1,0,0,0,0,46,14,46,0,0,0,12,35,0,0.2608695652,1
mynet,mynet.com,1,1,1,1,1,62,4,246,2279,1,9.264227642,82,171,27.79268293,0.3333333333,1
nasa,nasa.gov,1,1,1,1,1,5,4,0,0,1,0,0,0,0,0,1
national australia bank,nab.com.au,1,0,0,0,0,47,20,213,1334,0,6.262910798,13,200,102.6153846,0.06103286385,1
national grid,nationalgridus.com,1,1,0.5,1,0.5,28,7,72,702,1,9.75,0,0,0,0,1
national oilwell varco,nov.com,1,0,0,0,0,23,18,78,823,0,10.55128205,0,0,0,0,1
nationwide insurance,nationwide.com,1,0,0,0,0,33,10,112,1126,0,10.05357143,35,79,32.17142857,0.3125,1
natura,naturabrasil.com,1,1,1,0,0,35,10,153,2725,1,17.81045752,13,138,209.6153846,0.08496732026,1
"nbcuniversal media, llc",nbcuniversal.com,1,0,0,0,0,24,12,51,976,0,19.1372549,0,0,0,0,1
ncr corporation - Cerca con Google,ncr.com,1,0,0,0,0,23,29,141,2289,0,16.23404255,1,153,2289,0.007092198582,1
nedbank,nedbank.co.za,1,1,1,1,1,2,7,0,0,1,0,0,0,0,0,1
nessuna azienda,instagram.com,1,1,0.5,1,0.5,44,13,0,0,1,0,3,6,0,0,0
nestlé,nestle.com,1,2,2,1,1,38,5,391,2797,1,7.153452685,77,321,36.32467532,0.1969309463,1
network rail,networkrail.co.uk,1,1,0.5,0,0,52,7,199,949,1,4.768844221,0,0,0,0,1
new york life insurance company,newyorklife.com,1,0,0,0,0,46,18,98,1687,0,17.21428571,18,85,93.72222222,0.1836734694,1
new york university,nyu.edu,1,0,0,2,0.6666666667,20,16,126,1117,1,8.865079365,9,118,124.1111111,0.07142857143,1
nhs,nhs.uk,1,2,2,0,0,18,3,44,538,1,12.22727273,5,40,107.6,0.1136363636,1
nhs trust - Поиск в Google,en.wikipedia.org wiki,1,0,0,0,0,17,24,0,0,0,0,0,0,0,0,0
nielsen,nielsen.com,1,2,2,4,4,35,5,43,0,1,0,0,0,0,0,1
nike,nike.com,1,2,2,1,1,22,4,347,21,1,0.06051873199,0,0,0,0,1
ninguna,dict.hinkhoj.com ninguna-,1,2,2,2,2,54,19,0,0,1,0,17,60,0,0,0
nissan motor corporation,nissan-global.com,1,1,0.3333333333,0,0,17,17,0,0,1,0,0,0,0,0,1
no,youtube.com watch,1,1,1,3,3,11,16,13,22,1,1.692307692,9,34,2.444444444,0.6923076923,0
no company,au.linkedin.com,1,0,0,0,0,13,15,0,0,0,0,0,0,0,0,0
no-company,au.linkedin.com,1,1,1,1,1,12,14,0,0,1,0,9,34,0,0,0
nokia,nokia.com,1,1,1,1,1,12,4,277,1235,1,4.458483755,0,0,0,0,1
nordea,nordea.com,1,2,2,1,1,43,5,65,0,1,0,9,34,0,0.1384615385,1
nordstrom,nordstrom.com,1,1,1,0,0,48,4,0,0,1,0,0,0,0,0,1
northern trust corporation,northerntrust.com united-states,1,0,0,1,0.3333333333,33,17,10,271,1,27.1,9,34,30.11111111,0.9,0
northrop grumman corporation,northropgrumman.com,1,0,0,0,0,14,12,44,5187,0,117.8863636,0,0,0,0,1
northwell health,northwell.edu,1,1,0.5,0,0,3,7,49,3602,1,73.51020408,9,34,400.2222222,0.1836734694,1
northwestern mutual,northwesternmutual.com,1,1,0.5,2,1,39,5,51,1546,1,30.31372549,0,0,0,0,1
novartis,novartis.com,1,1,1,1,1,2,4,102,700,1,6.862745098,9,34,77.77777778,0.08823529412,1
novo nordisk,novonordisk.com,1,1,0.5,2,1,36,5,30,304,1,10.13333333,0,0,0,0,1
nsw department of education and communities,education.nsw.gov.au,1,0,0,0,0,19,34,97,1044,0,10.7628866,9,34,116,0.09278350515,1
nxp semiconductors,nxp.com,1,0,0,0,0,25,14,62,709,0,11.43548387,0,0,0,0,1
nyc department of education,schools.nyc.gov,1,0,0,0,0,16,24,85,641,0,7.541176471,9,34,71.22222222,0.1058823529,1
oasis tours india pvt. ltd.,oasistoursindia.co.in,1,0,0,0,0,32,12,38,561,0,14.76315789,0,0,0,0,1
office depot,officedepot.com,1,1,0.5,1,0.5,35,5,637,2358,1,3.701726845,9,34,262,0.01412872841,1
oracle,oracle.com,1,1,1,1,1,54,4,3,20,1,6.666666667,0,0,0,0,1
orange,en.wikipedia.org,1,1,1,2,2,20,15,0,0,1,0,9,34,0,0,0
orange business services,orange-business.com,1,1,0.3333333333,1,0.3333333333,32,10,70,0,1,0,0,0,0,0,1
own businees,businessnewsdaily.com,1,0,0,0,0,37,18,103,0,0,0,9,34,0,0.08737864078,1
pacific gas and electric company,pge.com,1,0,0,1,0.2,32,27,178,1741,1,9.780898876,0,0,0,0,1
panera bread,panerabread.com,1,1,0.5,1,0.5,3,6,0,0,1,0,9,34,0,0,1
parker hannifin,parker.com,1,1,0.5,0,0,3,10,58,20,1,0.3448275862,0,0,0,0,1
particular,dictionary.com browse particular,1,2,2,0,0,45,25,85,704,1,8.282352941,9,34,78.22222222,0.1058823529,0
paypal,paypal.com,1,1,1,1,1,54,4,54,548,1,10.14814815,0,0,0,0,1
